MEAN_RR,MEDIAN_RR,SDRR,RMSSD,condition,FID,results
735,736,39.93760726,9.862108739,no stress,735-736-39.93760726-9.862108739,0
888,887,138.90136869999998,16.33555589,no stress,888-887-138.9013687-16.33555589,0
850,861,85.45226076,14.40983857,no stress,850-861-85.45226076-14.40983857,0
825,828,116.4652139,15.12918105,time pressure,825-828-116.4652139-15.12918105,1
679,681,76.74748879999999,12.66165208,no stress,679-681-76.7474888-12.66165208,0
809,819,82.6230728,13.91511669,interruption,809-819-82.6230728-13.91511669,1
778,780,78.73295948,25.26182274,interruption,778-780-78.73295948-25.26182274,1
807,811,89.36170266,17.12480498,no stress,807-811-89.36170266-17.12480498,0
1105,1067,315.8169211,18.209665,interruption,1105-1067-315.8169211-18.209665,1
780,785,53.874791,13.12083905,no stress,780-785-53.874791-13.12083905,0
1057,1072,115.0076845,20.68815231,time pressure,1057-1072-115.0076845-20.68815231,1
836,838,61.0271155,11.84973418,time pressure,836-838-61.0271155-11.84973418,1
714,716,73.47205146,14.38458098,no stress,714-716-73.47205146-14.38458098,0
940,922,120.29344479999999,16.14251209,no stress,940-922-120.2934448-16.14251209,0
1050,1026,168.69200130000002,17.68180544,interruption,1050-1026-168.6920013-17.68180544,1
796,797,45.46586576,13.366302800000001,no stress,796-797-45.46586576-13.3663028,0
884,883,68.54242979,12.72165967,no stress,884-883-68.54242979-12.72165967,0
870,874,60.09008577,13.75965648,no stress,870-874-60.09008577-13.75965648,0
773,775,67.94233716,15.92887787,interruption,773-775-67.94233716-15.92887787,1
781,790,66.69870893,13.54598127,no stress,781-790-66.69870893-13.54598127,0
698,694,67.81664245,20.31966549,no stress,698-694-67.81664245-20.31966549,0
772,767,61.81910376,14.12004059,interruption,772-767-61.81910376-14.12004059,1
800,805,79.05674643,16.88779438,no stress,800-805-79.05674643-16.88779438,0
732,725,72.91812912,9.380516064,no stress,732-725-72.91812912-9.380516064,0
920,860,156.5405331,14.14567202,no stress,920-860-156.5405331-14.14567202,0
826,834,67.35533797,12.12307744,no stress,826-834-67.35533797-12.12307744,0
801,800,65.42644291,13.89249432,no stress,801-800-65.42644291-13.89249432,0
845,842,61.44955476,13.35743822,interruption,845-842-61.44955476-13.35743822,1
991,1003,107.26873229999998,21.71709719,interruption,991-1003-107.2687323-21.71709719,1
899,908,92.05800727,12.35368289,no stress,899-908-92.05800727-12.35368289,0
716,717,34.03720391,9.276547601,no stress,716-717-34.03720391-9.276547601,0
771,754,185.72538280000003,15.03882401,interruption,771-754-185.7253828-15.03882401,1
916,915,86.95636513,21.24903782,interruption,916-915-86.95636513-21.24903782,1
944,936,115.3972149,15.17554476,no stress,944-936-115.3972149-15.17554476,0
979,984,105.0366281,22.2194897,interruption,979-984-105.0366281-22.2194897,1
824,828,49.3081477,8.630637615,time pressure,824-828-49.3081477-8.630637615,1
955,952,167.231179,18.96412146,time pressure,955-952-167.231179-18.96412146,1
914,898,117.9168729,14.66372013,no stress,914-898-117.9168729-14.66372013,0
755,762,125.0754797,16.88526266,no stress,755-762-125.0754797-16.88526266,0
698,671,173.121026,15.40188957,no stress,698-671-173.121026-15.40188957,0
835,836,59.81985722,19.0608562,time pressure,835-836-59.81985722-19.0608562,1
875,893,80.09423969,13.07352754,no stress,875-893-80.09423969-13.07352754,0
724,717,77.69710985,21.40272966,interruption,724-717-77.69710985-21.40272966,1
988,923,341.1592963,18.85742715,interruption,988-923-341.1592963-18.85742715,1
815,820,87.75637873,16.82046438,no stress,815-820-87.75637873-16.82046438,0
845,847,86.76440516,14.47054974,time pressure,845-847-86.76440516-14.47054974,1
825,828,116.44143989999999,15.16976097,time pressure,825-828-116.4414399-15.16976097,1
905,901,78.11803259999999,11.52513532,no stress,905-901-78.1180326-11.52513532,0
699,694,67.84150204,20.32645759,no stress,699-694-67.84150204-20.32645759,0
668,652,77.54766394,18.57640093,no stress,668-652-77.54766394-18.57640093,0
705,708,32.43006805,9.354706562999999,no stress,705-708-32.43006805-9.354706563,0
749,753,47.26780854,15.0720376,interruption,749-753-47.26780854-15.0720376,1
816,850,125.5039939,18.71213963,no stress,816-850-125.5039939-18.71213963,0
707,709,33.73244782,9.345510495,no stress,707-709-33.73244782-9.345510495,0
689,692,67.10845214,12.18924183,no stress,689-692-67.10845214-12.18924183,0
764,766,51.63632394,9.478092653,interruption,764-766-51.63632394-9.478092653,1
635,635,51.6372719,8.993040977,no stress,635-635-51.6372719-8.993040977,0
958,946,129.3021305,14.52500555,time pressure,958-946-129.3021305-14.52500555,1
805,805,71.26995529,12.63243659,interruption,805-805-71.26995529-12.63243659,1
760,776,107.6496061,17.78093872,no stress,760-776-107.6496061-17.78093872,0
781,787,52.36974718,11.07002083,interruption,781-787-52.36974718-11.07002083,1
848,845,89.40015092,21.80215443,interruption,848-845-89.40015092-21.80215443,1
933,927,64.91477927,11.97753636,no stress,933-927-64.91477927-11.97753636,0
797,797,45.57196615,13.43305787,no stress,797-797-45.57196615-13.43305787,0
866,797,259.07976659999997,16.48245556,no stress,866-797-259.0797666-16.48245556,0
881,882,59.0865081,10.90299405,no stress,881-882-59.0865081-10.90299405,0
1000,1001,136.1199596,19.95894518,no stress,1000-1001-136.1199596-19.95894518,0
779,779,48.13767569,10.75912829,no stress,779-779-48.13767569-10.75912829,0
697,692,67.03659791,20.15111998,no stress,697-692-67.03659791-20.15111998,0
821,828,51.11788753,8.524223348,time pressure,821-828-51.11788753-8.524223348,1
782,782,52.44665007,10.9270429,time pressure,782-782-52.44665007-10.9270429,1
872,875,61.36221595,13.85196426,no stress,872-875-61.36221595-13.85196426,0
823,827,49.45229599,8.635975148,time pressure,823-827-49.45229599-8.635975148,1
868,867,88.34520553,13.1543175,no stress,868-867-88.34520553-13.1543175,0
1013,1017,90.24083869,21.64919348,no stress,1013-1017-90.24083869-21.64919348,0
1067,1067,90.28934203,17.59102125,interruption,1067-1067-90.28934203-17.59102125,1
828,829,68.50238631,21.41518189,interruption,828-829-68.50238631-21.41518189,1
1177,1069,320.3731439,14.66070366,interruption,1177-1069-320.3731439-14.66070366,1
762,702,186.8086322,10.47565057,no stress,762-702-186.8086322-10.47565057,0
866,868,66.21926658,16.53521985,no stress,866-868-66.21926658-16.53521985,0
786,794,70.08880483,14.83451526,no stress,786-794-70.08880483-14.83451526,0
902,903,79.99485378,10.27921622,time pressure,902-903-79.99485378-10.27921622,1
714,715,70.42430715,13.64658777,no stress,714-715-70.42430715-13.64658777,0
815,815,54.013627899999996,18.70144727,no stress,815-815-54.0136279-18.70144727,0
779,798,99.74084347,13.10502779,no stress,779-798-99.74084347-13.10502779,0
787,786,48.90552316,11.83219292,no stress,787-786-48.90552316-11.83219292,0
1015,942,395.1940912,15.30449479,interruption,1015-942-395.1940912-15.30449479,1
901,888,115.34999209999998,14.95107795,time pressure,901-888-115.3499921-14.95107795,1
899,898,46.3101728,10.05664576,interruption,899-898-46.3101728-10.05664576,1
668,686,122.57644440000001,17.90902512,no stress,668-686-122.5764444-17.90902512,0
1141,1070,275.1326463,20.29856469,time pressure,1141-1070-275.1326463-20.29856469,1
784,785,70.83257837,13.91367787,no stress,784-785-70.83257837-13.91367787,0
1124,1143,150.4414341,23.15005235,interruption,1124-1143-150.4414341-23.15005235,1
964,969,140.122218,19.63379011,no stress,964-969-140.122218-19.63379011,0
711,678,225.9933136,14.24627182,no stress,711-678-225.9933136-14.24627182,0
724,716,70.56837294,22.5495312,no stress,724-716-70.56837294-22.5495312,0
854,857,62.26985664,14.98171245,no stress,854-857-62.26985664-14.98171245,0
780,785,51.50770922,7.311379677000001,no stress,780-785-51.50770922-7.311379677,0
832,845,78.89952749,14.28588538,no stress,832-845-78.89952749-14.28588538,0
968,882,350.6816198,19.288490499999998,interruption,968-882-350.6816198-19.2884905,1
1011,1014,98.62195683,21.93241294,no stress,1011-1014-98.62195683-21.93241294,0
898,900,87.15500416,13.13715213,time pressure,898-900-87.15500416-13.13715213,1
921,921,77.96940485,12.0021769,no stress,921-921-77.96940485-12.0021769,0
911,880,226.9313857,16.59155501,no stress,911-880-226.9313857-16.59155501,0
713,714,33.56112876,9.294253749,no stress,713-714-33.56112876-9.294253749,0
729,726,39.640533000000005,10.19842897,no stress,729-726-39.640533-10.19842897,0
1075,667,542.3570642999999,10.23854945,no stress,1075-667-542.3570643-10.23854945,0
808,823,105.38534750000001,16.86344959,no stress,808-823-105.3853475-16.86344959,0
1003,1004,90.78113989,21.683747399999998,no stress,1003-1004-90.78113989-21.6837474,0
853,855,73.18820912,16.35545165,interruption,853-855-73.18820912-16.35545165,1
602,585,109.62990320000002,19.01637182,no stress,602-585-109.6299032-19.01637182,0
1007,1008,82.76216605,21.35859751,interruption,1007-1008-82.76216605-21.35859751,1
728,725,43.23008551,9.377395551000001,no stress,728-725-43.23008551-9.377395551,0
788,788,50.38337087,13.12771324,no stress,788-788-50.38337087-13.12771324,0
744,784,132.7723197,14.90737521,no stress,744-784-132.7723197-14.90737521,0
894,875,97.65846554,14.10216427,no stress,894-875-97.65846554-14.10216427,0
832,833,60.78279101,18.46011026,time pressure,832-833-60.78279101-18.46011026,1
930,925,69.98133123,12.4861288,no stress,930-925-69.98133123-12.4861288,0
710,720,73.76487814,17.57416706,no stress,710-720-73.76487814-17.57416706,0
837,834,62.07264993,14.1443707,interruption,837-834-62.07264993-14.1443707,1
850,852,56.76044822,8.467540453,no stress,850-852-56.76044822-8.467540453,0
750,755,85.68203274,13.31254477,no stress,750-755-85.68203274-13.31254477,0
875,889,95.53364945,14.70956245,no stress,875-889-95.53364945-14.70956245,0
1022,910,371.64374239999995,16.28640918,interruption,1022-910-371.6437424-16.28640918,1
866,870,60.76671249,11.82928387,time pressure,866-870-60.76671249-11.82928387,1
764,786,103.3188002,13.70165272,no stress,764-786-103.3188002-13.70165272,0
956,938,175.017132,14.89157346,time pressure,956-938-175.017132-14.89157346,1
825,778,259.7139097,20.1997425,no stress,825-778-259.7139097-20.1997425,0
782,791,44.96989491,7.308401931000001,no stress,782-791-44.96989491-7.308401931,0
1174,1183,294.3992468,15.06659407,interruption,1174-1183-294.3992468-15.06659407,1
888,864,226.80563450000002,17.444622600000002,no stress,888-864-226.8056345-17.4446226,0
733,731,62.90014037,9.832413103,no stress,733-731-62.90014037-9.832413103,0
886,890,102.7138643,14.23427796,no stress,886-890-102.7138643-14.23427796,0
1043,1065,382.15645539999997,15.98806018,interruption,1043-1065-382.1564554-15.98806018,1
779,755,197.67465880000003,14.87664141,interruption,779-755-197.6746588-14.87664141,1
1069,1072,103.6482617,20.89466824,interruption,1069-1072-103.6482617-20.89466824,1
1085,1116,348.27639550000004,15.218280400000001,no stress,1085-1116-348.2763955-15.2182804,0
749,751,43.50102559,14.76369505,interruption,749-751-43.50102559-14.76369505,1
808,816,110.35147240000002,16.80083957,interruption,808-816-110.3514724-16.80083957,1
993,973,176.1982402,20.27820981,no stress,993-973-176.1982402-20.27820981,0
793,805,89.28238821,14.76016131,interruption,793-805-89.28238821-14.76016131,1
716,714,69.86489554,12.83454732,no stress,716-714-69.86489554-12.83454732,0
679,684,79.89157003,14.98500543,no stress,679-684-79.89157003-14.98500543,0
787,781,51.91529663,11.99816554,no stress,787-781-51.91529663-11.99816554,0
711,667,170.6002352,16.72900192,no stress,711-667-170.6002352-16.72900192,0
1004,1004,94.40150833,21.12359932,no stress,1004-1004-94.40150833-21.12359932,0
1035,1051,108.09407790000002,19.44474065,interruption,1035-1051-108.0940779-19.44474065,1
738,700,186.7394131,20.99465192,no stress,738-700-186.7394131-20.99465192,0
814,804,100.74670520000001,8.396447938,no stress,814-804-100.7467052-8.396447938,0
629,646,100.1583611,16.78476237,no stress,629-646-100.1583611-16.78476237,0
839,786,258.0228452,19.78039004,no stress,839-786-258.0228452-19.78039004,0
729,731,60.06484476,9.78437847,no stress,729-731-60.06484476-9.78437847,0
819,772,262.7057608,18.42504171,no stress,819-772-262.7057608-18.42504171,0
702,692,68.13844753,19.83933672,no stress,702-692-68.13844753-19.83933672,0
835,834,61.07125537,13.33003052,interruption,835-834-61.07125537-13.33003052,1
987,995,211.6640958,17.67876428,time pressure,987-995-211.6640958-17.67876428,1
1109,1102,89.29719131,17.50681671,interruption,1109-1102-89.29719131-17.50681671,1
816,853,140.7135262,15.9074324,no stress,816-853-140.7135262-15.9074324,0
1004,1001,127.55132990000001,19.45021906,interruption,1004-1001-127.5513299-19.45021906,1
725,726,58.55058841,9.500486823,no stress,725-726-58.55058841-9.500486823,0
938,931,76.33044506,12.61449684,no stress,938-931-76.33044506-12.61449684,0
878,881,62.24213963,11.48192134,no stress,878-881-62.24213963-11.48192134,0
778,785,96.67712036,15.76247808,interruption,778-785-96.67712036-15.76247808,1
749,751,43.05127504,14.55512,interruption,749-751-43.05127504-14.55512,1
815,815,52.85108449,17.58092724,no stress,815-815-52.85108449-17.58092724,0
729,732,60.14010592,9.727632818,no stress,729-732-60.14010592-9.727632818,0
799,798,64.0192451,14.27686694,no stress,799-798-64.0192451-14.27686694,0
947,940,75.76541526,21.26277078,interruption,947-940-75.76541526-21.26277078,1
981,989,87.34460919,19.01729262,time pressure,981-989-87.34460919-19.01729262,1
763,777,92.04188968,13.38702216,no stress,763-777-92.04188968-13.38702216,0
643,612,128.3634037,17.65402711,no stress,643-612-128.3634037-17.65402711,0
822,808,109.1798179,13.18745592,no stress,822-808-109.1798179-13.18745592,0
791,793,50.05370426,13.01480867,no stress,791-793-50.05370426-13.01480867,0
856,857,50.93405771,14.039535199999998,no stress,856-857-50.93405771-14.0395352,0
1051,1033,192.82531740000002,19.11898333,interruption,1051-1033-192.8253174-19.11898333,1
665,660,47.17887051,9.106863906000001,no stress,665-660-47.17887051-9.106863906,0
724,720,139.91467580000003,16.908663100000002,no stress,724-720-139.9146758-16.9086631,0
808,813,52.49750927,13.80105088,interruption,808-813-52.49750927-13.80105088,1
844,848,86.1262505,14.34975308,time pressure,844-848-86.1262505-14.34975308,1
1001,917,393.4207949,15.31680102,interruption,1001-917-393.4207949-15.31680102,1
892,890,65.71361351,11.66292872,no stress,892-890-65.71361351-11.66292872,0
767,764,53.23232374,9.263034082,interruption,767-764-53.23232374-9.263034082,1
757,758,157.9196503,20.68303063,time pressure,757-758-157.9196503-20.68303063,1
824,833,88.37904779,19.34158434,interruption,824-833-88.37904779-19.34158434,1
914,916,86.47823788,22.57226269,interruption,914-916-86.47823788-22.57226269,1
903,910,74.33778271,11.07208393,no stress,903-910-74.33778271-11.07208393,0
871,847,115.6829379,11.49855118,no stress,871-847-115.6829379-11.49855118,0
695,688,48.31159844,11.13157642,no stress,695-688-48.31159844-11.13157642,0
638,638,121.11196869999999,18.24905349,no stress,638-638-121.1119687-18.24905349,0
1039,1047,96.16038588,20.23782749,interruption,1039-1047-96.16038588-20.23782749,1
941,955,91.24871456,12.86525628,interruption,941-955-91.24871456-12.86525628,1
996,1009,85.41565223,14.939570800000002,time pressure,996-1009-85.41565223-14.9395708,1
721,717,61.62116884,9.734029969,no stress,721-717-61.62116884-9.734029969,0
805,808,49.43140662,14.51233342,interruption,805-808-49.43140662-14.51233342,1
859,859,81.81629076,13.851367999999999,interruption,859-859-81.81629076-13.851368,1
706,721,80.22108068,8.972042351,no stress,706-721-80.22108068-8.972042351,0
782,770,73.93801912,11.2691089,no stress,782-770-73.93801912-11.2691089,0
825,828,116.70013929999999,15.49705285,time pressure,825-828-116.7001393-15.49705285,1
722,719,51.62397334,9.616087845,no stress,722-719-51.62397334-9.616087845,0
773,787,87.35255094,13.42610523,interruption,773-787-87.35255094-13.42610523,1
795,806,101.4175985,13.77540172,interruption,795-806-101.4175985-13.77540172,1
935,916,128.48961,16.78962986,no stress,935-916-128.48961-16.78962986,0
719,718,58.39622028,9.583295973,no stress,719-718-58.39622028-9.583295973,0
1037,1041,101.1798069,21.53899791,no stress,1037-1041-101.1798069-21.53899791,0
662,665,159.52199299999998,14.91806835,no stress,662-665-159.521993-14.91806835,0
728,726,52.71674035,9.509197334,no stress,728-726-52.71674035-9.509197334,0
761,756,83.98123895,23.59697985,interruption,761-756-83.98123895-23.59697985,1
816,816,51.934497,18.20039799,no stress,816-816-51.934497-18.20039799,0
1016,1019,88.65052823,21.21927511,no stress,1016-1019-88.65052823-21.21927511,0
795,778,147.25015380000002,13.90951003,no stress,795-778-147.2501538-13.90951003,0
691,687,42.333786200000006,9.63619073,no stress,691-687-42.3337862-9.63619073,0
852,854,73.60117975,16.55361315,interruption,852-854-73.60117975-16.55361315,1
927,914,201.9787503,16.953979999999998,time pressure,927-914-201.9787503-16.95398,1
917,924,155.9042885,16.74895316,no stress,917-924-155.9042885-16.74895316,0
828,828,61.55815832,14.79857268,interruption,828-828-61.55815832-14.79857268,1
751,752,68.10999216,10.46787361,no stress,751-752-68.10999216-10.46787361,0
892,826,255.20413829999998,18.03758339,no stress,892-826-255.2041383-18.03758339,0
981,949,164.69629719999998,17.54368554,no stress,981-949-164.6962972-17.54368554,0
967,979,103.2068339,14.60714758,time pressure,967-979-103.2068339-14.60714758,1
1090,1114,143.23705859999998,17.1959193,time pressure,1090-1114-143.2370586-17.1959193,1
849,848,70.07664547,10.82819281,no stress,849-848-70.07664547-10.82819281,0
908,915,76.05912417,16.85564824,interruption,908-915-76.05912417-16.85564824,1
808,795,104.19005279999999,13.39920826,interruption,808-795-104.1900528-13.39920826,1
1141,1174,157.335748,22.36171837,interruption,1141-1174-157.335748-22.36171837,1
1021,1019,103.5037152,24.29267277,no stress,1021-1019-103.5037152-24.29267277,0
887,892,108.77111699999999,17.77469744,time pressure,887-892-108.771117-17.77469744,1
812,819,81.90822675,11.21954746,no stress,812-819-81.90822675-11.21954746,0
991,998,161.47381030000003,16.31264123,time pressure,991-998-161.4738103-16.31264123,1
699,707,74.72678005,18.68799502,no stress,699-707-74.72678005-18.68799502,0
878,877,76.85128564,13.35263045,no stress,878-877-76.85128564-13.35263045,0
810,846,117.1610007,17.51442906,no stress,810-846-117.1610007-17.51442906,0
974,839,343.9884092,19.667196899999997,no stress,974-839-343.9884092-19.6671969,0
794,789,66.42754239,13.1584415,no stress,794-789-66.42754239-13.1584415,0
773,771,50.77388949,11.07217755,time pressure,773-771-50.77388949-11.07217755,1
739,594,242.63975930000004,11.12933047,no stress,739-594-242.6397593-11.12933047,0
773,759,110.11913510000001,11.38782627,no stress,773-759-110.1191351-11.38782627,0
1193,1274,419.6906442,19.39676,time pressure,1193-1274-419.6906442-19.39676,1
660,636,129.52766670000003,16.76375524,no stress,660-636-129.5276667-16.76375524,0
1121,1158,170.0336586,18.46121921,interruption,1121-1158-170.0336586-18.46121921,1
956,990,168.6814706,17.51942219,time pressure,956-990-168.6814706-17.51942219,1
740,743,72.75580458,12.36817159,no stress,740-743-72.75580458-12.36817159,0
771,775,51.52438943,10.95239611,no stress,771-775-51.52438943-10.95239611,0
681,682,75.22674944,12.54863044,no stress,681-682-75.22674944-12.54863044,0
790,795,56.95735547,10.75754177,interruption,790-795-56.95735547-10.75754177,1
940,992,193.7061351,18.20559507,interruption,940-992-193.7061351-18.20559507,1
1122,1132,259.12037819999995,15.44218871,time pressure,1122-1132-259.1203782-15.44218871,1
1076,1073,91.21830286,17.21628687,interruption,1076-1073-91.21830286-17.21628687,1
904,905,89.99656131,13.10130355,time pressure,904-905-89.99656131-13.10130355,1
877,879,61.33049725,11.21315748,no stress,877-879-61.33049725-11.21315748,0
799,798,64.32829726,14.32283169,no stress,799-798-64.32829726-14.32283169,0
892,888,66.79727429,12.04294889,no stress,892-888-66.79727429-12.04294889,0
896,915,94.30631453,13.83252644,time pressure,896-915-94.30631453-13.83252644,1
787,790,68.87213196,15.33833276,no stress,787-790-68.87213196-15.33833276,0
750,753,46.01027302,14.43646212,interruption,750-753-46.01027302-14.43646212,1
885,892,98.08823771,21.99006259,interruption,885-892-98.08823771-21.99006259,1
866,852,100.8423952,12.341388400000001,no stress,866-852-100.8423952-12.3413884,0
930,926,69.66543095,12.11384802,no stress,930-926-69.66543095-12.11384802,0
739,747,92.46145057,13.94553432,no stress,739-747-92.46145057-13.94553432,0
830,845,74.18809820000001,11.96506746,no stress,830-845-74.1880982-11.96506746,0
878,883,82.90078338,13.84755665,no stress,878-883-82.90078338-13.84755665,0
781,786,77.63051926,14.08571173,no stress,781-786-77.63051926-14.08571173,0
889,897,110.347812,17.92524712,time pressure,889-897-110.347812-17.92524712,1
921,934,100.0545073,16.24898689,time pressure,921-934-100.0545073-16.24898689,1
701,696,43.34766736,10.66380809,no stress,701-696-43.34766736-10.66380809,0
930,737,368.572538,13.73533451,no stress,930-737-368.572538-13.73533451,0
701,696,43.11752375,10.57534882,no stress,701-696-43.11752375-10.57534882,0
753,748,76.39144262,24.40985153,interruption,753-748-76.39144262-24.40985153,1
766,771,65.90115977,9.62330984,interruption,766-771-65.90115977-9.62330984,1
980,859,402.72430479999997,17.719655399999997,no stress,980-859-402.7243048-17.7196554,0
778,787,63.68745685,8.11234137,no stress,778-787-63.68745685-8.11234137,0
766,766,56.61221642,9.635839396,interruption,766-766-56.61221642-9.635839396,1
726,723,42.90930822,9.31014427,no stress,726-723-42.90930822-9.31014427,0
1033,1036,107.18288270000001,22.35021877,no stress,1033-1036-107.1828827-22.35021877,0
1081,1066,168.8124445,18.31976884,interruption,1081-1066-168.8124445-18.31976884,1
1093,1090,89.29203964,17.51130506,interruption,1093-1090-89.29203964-17.51130506,1
1096,1219,382.28353819999995,19.64104023,no stress,1096-1219-382.2835382-19.64104023,0
707,717,73.16211427,17.52056954,no stress,707-717-73.16211427-17.52056954,0
927,922,63.12717699,12.19680385,no stress,927-922-63.12717699-12.19680385,0
963,935,145.5334479,18.57514208,no stress,963-935-145.5334479-18.57514208,0
639,614,102.09847909999999,8.530931196000001,no stress,639-614-102.0984791-8.530931196,0
936,943,86.64562051,14.94057492,time pressure,936-943-86.64562051-14.94057492,1
947,954,67.92727532,12.12661275,time pressure,947-954-67.92727532-12.12661275,1
883,884,74.32365095,13.20867111,no stress,883-884-74.32365095-13.20867111,0
750,756,72.6797806,10.03158584,no stress,750-756-72.6797806-10.03158584,0
871,831,134.80421930000003,11.96912238,no stress,871-831-134.8042193-11.96912238,0
732,729,43.29784951,9.859823034,no stress,732-729-43.29784951-9.859823034,0
793,802,96.01987337,18.41690867,no stress,793-802-96.01987337-18.41690867,0
950,939,118.5938494,14.78616781,no stress,950-939-118.5938494-14.78616781,0
977,987,89.77235611,18.24631876,time pressure,977-987-89.77235611-18.24631876,1
1180,1190,292.8382441,15.03980872,interruption,1180-1190-292.8382441-15.03980872,1
1162,1197,404.3055316,18.09352859,time pressure,1162-1197-404.3055316-18.09352859,1
774,777,67.39791111,11.05374309,no stress,774-777-67.39791111-11.05374309,0
907,913,101.77234720000001,18.74209941,no stress,907-913-101.7723472-18.74209941,0
592,556,127.0483014,18.71874145,no stress,592-556-127.0483014-18.71874145,0
733,736,60.20212658,9.97912773,no stress,733-736-60.20212658-9.97912773,0
941,948,79.19414527,11.84550227,time pressure,941-948-79.19414527-11.84550227,1
575,567,51.72465019,9.033201716,time pressure,575-567-51.72465019-9.033201716,1
880,877,45.77676446,8.517120639,interruption,880-877-45.77676446-8.517120639,1
782,787,73.00819126,11.424725599999999,no stress,782-787-73.00819126-11.4247256,0
986,996,86.03390689,18.341239899999998,time pressure,986-996-86.03390689-18.3412399,1
739,740,61.10069431,9.575590484,no stress,739-740-61.10069431-9.575590484,0
760,761,39.03245724,9.864472826,interruption,760-761-39.03245724-9.864472826,1
725,731,71.39119935,10.97972796,no stress,725-731-71.39119935-10.97972796,0
788,789,77.90027327,25.68462919,interruption,788-789-77.90027327-25.68462919,1
797,794,63.68700078,14.61487918,interruption,797-794-63.68700078-14.61487918,1
961,939,174.00185919999998,17.09879675,time pressure,961-939-174.0018592-17.09879675,1
815,817,67.71631309,20.61843914,no stress,815-817-67.71631309-20.61843914,0
835,832,62.44647439,14.10442586,time pressure,835-832-62.44647439-14.10442586,1
789,783,159.09099419999998,21.50724356,time pressure,789-783-159.0909942-21.50724356,1
605,584,73.18114565,8.442717503999999,no stress,605-584-73.18114565-8.442717504,0
900,905,74.76993501,11.65380874,no stress,900-905-74.76993501-11.65380874,0
665,660,47.11606193,9.2349774,no stress,665-660-47.11606193-9.2349774,0
730,723,80.30412208,21.24839919,interruption,730-723-80.30412208-21.24839919,1
732,737,78.20247889,10.48696759,no stress,732-737-78.20247889-10.48696759,0
1014,1013,125.38292340000002,20.13621491,interruption,1014-1013-125.3829234-20.13621491,1
1023,1020,149.4619638,15.22448622,time pressure,1023-1020-149.4619638-15.22448622,1
1165,1058,318.4167408,15.39359987,interruption,1165-1058-318.4167408-15.39359987,1
708,656,170.86064209999998,16.96244448,no stress,708-656-170.8606421-16.96244448,0
750,757,64.00950892,10.00038181,no stress,750-757-64.00950892-10.00038181,0
668,688,95.71047133,19.4691919,no stress,668-688-95.71047133-19.4691919,0
789,606,406.1396314,10.21071815,no stress,789-606-406.1396314-10.21071815,0
793,786,64.66984515,13.612133300000002,no stress,793-786-64.66984515-13.6121333,0
743,747,85.94678933,13.18067951,no stress,743-747-85.94678933-13.18067951,0
747,741,75.27673137,23.53748422,interruption,747-741-75.27673137-23.53748422,1
786,786,47.14900963,12.82710849,no stress,786-786-47.14900963-12.82710849,0
821,830,85.48413465,19.12950722,interruption,821-830-85.48413465-19.12950722,1
782,782,49.94573449,11.34124551,no stress,782-782-49.94573449-11.34124551,0
991,996,207.8795684,16.1748576,time pressure,991-996-207.8795684-16.1748576,1
837,836,80.98223865,14.19636953,interruption,837-836-80.98223865-14.19636953,1
957,956,64.69737629999999,11.71349859,time pressure,957-956-64.6973763-11.71349859,1
709,666,178.40499619999997,20.59449083,no stress,709-666-178.4049962-20.59449083,0
799,806,105.9205994,16.55969759,interruption,799-806-105.9205994-16.55969759,1
743,747,63.26443629,8.502456839,no stress,743-747-63.26443629-8.502456839,0
1154,1138,161.14955,18.643619100000002,time pressure,1154-1138-161.14955-18.6436191,1
845,835,87.17853277,12.96710297,time pressure,845-835-87.17853277-12.96710297,1
938,967,174.32769,17.42940865,time pressure,938-967-174.32769-17.42940865,1
1154,1051,316.3868653,15.86554881,interruption,1154-1051-316.3868653-15.86554881,1
862,864,60.95206511,14.26177522,no stress,862-864-60.95206511-14.26177522,0
838,845,60.52922104,13.61689503,no stress,838-845-60.52922104-13.61689503,0
859,859,50.35443919,13.80178616,no stress,859-859-50.35443919-13.80178616,0
759,761,39.6434386,9.459080485,interruption,759-761-39.6434386-9.459080485,1
858,859,62.91995194,14.52293763,no stress,858-859-62.91995194-14.52293763,0
776,774,51.50683467,10.96777955,time pressure,776-774-51.50683467-10.96777955,1
741,742,57.75980981,9.545447072,interruption,741-742-57.75980981-9.545447072,1
751,753,57.77578525,9.553964373,interruption,751-753-57.77578525-9.553964373,1
797,797,46.25740099,10.17383217,interruption,797-797-46.25740099-10.17383217,1
771,769,111.8381081,17.75354099,interruption,771-769-111.8381081-17.75354099,1
802,801,53.06901201,12.45077352,interruption,802-801-53.06901201-12.45077352,1
886,890,77.78924626,16.66295185,no stress,886-890-77.78924626-16.66295185,0
971,988,107.270541,19.38796827,interruption,971-988-107.270541-19.38796827,1
798,835,105.04441670000001,12.147404199999999,interruption,798-835-105.0444167-12.1474042,1
721,721,36.18141549,9.608090863,no stress,721-721-36.18141549-9.608090863,0
755,772,64.51525989999999,8.147768426,no stress,755-772-64.5152599-8.147768426,0
1019,1009,182.9191385,16.52406938,time pressure,1019-1009-182.9191385-16.52406938,1
870,857,89.18625332,12.46920077,no stress,870-857-89.18625332-12.46920077,0
865,876,75.44498021,12.76035434,time pressure,865-876-75.44498021-12.76035434,1
718,710,83.71332192,20.11859221,interruption,718-710-83.71332192-20.11859221,1
